video_id,start,duration,text
ru44DngJYoA,3305.119,3.521,I literally had to go see a speech
ru44DngJYoA,3306.64,3.52,pathologist even later in my life
ru44DngJYoA,3308.64,4.08,because in Australia it wasn't a
ru44DngJYoA,3310.16,4.8,"problem. And I didn't realize it too,"
ru44DngJYoA,3312.72,4.399,"but when I slurred my words that much,"
ru44DngJYoA,3314.96,3.76,it made people think I wasn't smart.
ru44DngJYoA,3317.119,2.72,Right. Right. And this is why people in
ru44DngJYoA,3318.72,4.399,the world think the British are so
ru44DngJYoA,3319.839,5.52,smart. I Is it just the accent or is it
ru44DngJYoA,3323.119,4.72,because they articulate extremely well?
ru44DngJYoA,3325.359,5.921,Right. Right. So you can sound smart in
ru44DngJYoA,3327.839,6.321,"any culture, in any with any accent."
ru44DngJYoA,3331.28,4.64,Should we get a couple of pens?
ru44DngJYoA,3334.16,3.84,Can you pass Can you pass us a couple of
ru44DngJYoA,3335.92,3.919,pens? Okay. Just just so that people
ru44DngJYoA,3338.0,4.4,realize see what it is. Yeah. And that
ru44DngJYoA,3339.839,3.76,we also need to do these like I'm I'm
ru44DngJYoA,3342.4,3.84,I'm probably going to contact you
ru44DngJYoA,3343.599,3.76,"straight after this and go, Vin, I'm I'm"
ru44DngJYoA,3346.24,2.64,not kidding you. I mean this. Thank you
ru44DngJYoA,3347.359,2.641,so much. What type of pen? Does it
ru44DngJYoA,3348.88,2.239,"matter? Oh, it doesn't matter. It"
ru44DngJYoA,3350.0,2.4,doesn't matter. It could be a Sharpie.
ru44DngJYoA,3351.119,2.561,"Yeah. Yeah. I think the pen, the more"
ru44DngJYoA,3352.4,3.52,challenging it is. That one I think I've
ru44DngJYoA,3353.68,4.399,already chewed off. Let's not give you
ru44DngJYoA,3355.92,3.76,one that I've already There we go. This
ru44DngJYoA,3358.079,2.881,"one does not have black marks. No, no,"
ru44DngJYoA,3359.68,2.639,"no. Exactly. Look, you can see what I've"
ru44DngJYoA,3360.96,3.52,done with this. Wait one second. We'll
ru44DngJYoA,3362.319,4.24,do this for a segment. Yeah. But what I
ru44DngJYoA,3364.48,4.24,"was saying, as soon as we finish this"
ru44DngJYoA,3366.559,5.721,"podcast, I'm probably going to message"
ru44DngJYoA,3368.72,6.48,"you and say, ""Vin, can you"
ru44DngJYoA,3372.28,5.4,please I'm going to send you a speech
ru44DngJYoA,3375.2,4.96,"and and ask you to help me get better?"""
ru44DngJYoA,3377.68,3.84,Because I think the mistake is also that
ru44DngJYoA,3380.16,3.28,you get there and then you don't need
ru44DngJYoA,3381.52,3.2,these techniques or that you don't need
ru44DngJYoA,3383.44,2.72,to improve and that you don't need to
ru44DngJYoA,3384.72,2.879,work on it. Practice anymore. I think
ru44DngJYoA,3386.16,4.32,"about it all the time. So anyway, let's"
ru44DngJYoA,3387.599,4.881,let's Yeah. Yeah. Can you see how
ru44DngJYoA,3390.48,3.52,difficult this is? Very difficult. Yeah.
ru44DngJYoA,3392.48,3.839,"all of a sudden, right? And I want"
ru44DngJYoA,3394.0,5.359,people to think about this. Who can you
ru44DngJYoA,3396.319,6.081,understand better right now? I'm not
ru44DngJYoA,3399.359,7.76,"sure. You got to give me more than that,"
ru44DngJYoA,3402.4,7.12,"Jay. Okay. So, Vin, how are you today?"
ru44DngJYoA,3407.119,3.761,Feeling a little bit jetlagged. Okay.
ru44DngJYoA,3409.52,4.72,Because I came all the way from
ru44DngJYoA,3410.88,5.919,Australia. Yeah. I just got back from
ru44DngJYoA,3414.24,5.359,"Mexico yesterday. Oh, that's great. And"
ru44DngJYoA,3416.799,4.8,I went to a friend's wedding and we had
ru44DngJYoA,3419.599,4.401,"a really good time. Oh, that's"
ru44DngJYoA,3421.599,5.121,"beautiful. I'm really happy for him. Oh,"
ru44DngJYoA,3424.0,4.559,so happy for you.
ru44DngJYoA,3426.72,3.44,It's in doing these things that you
ru44DngJYoA,3428.559,3.681,start all of a sudden now that I now
ru44DngJYoA,3430.16,4.8,"when I speak, I feel like, oh, I'm so"
ru44DngJYoA,3432.24,4.559,sharp. Totally. I can feel it too. Even
ru44DngJYoA,3434.96,4.159,just from a few moments because you're
ru44DngJYoA,3436.799,4.8,forced to stretch your mouth so much
ru44DngJYoA,3439.119,4.0,bigger to make the shapes to be able to
ru44DngJYoA,3441.599,2.801,create the sounds. Whereas the biggest
ru44DngJYoA,3443.119,3.521,"problem, and again, this happens in the"
ru44DngJYoA,3444.4,3.84,English language. When you think about
ru44DngJYoA,3446.64,2.88,"the European languages, the Asian"
ru44DngJYoA,3448.24,3.04,"languages, we actually don't have to"
ru44DngJYoA,3449.52,3.2,drop our jaw a lot to speak those
ru44DngJYoA,3451.28,3.039,languages. Interesting. Because when I
ru44DngJYoA,3452.72,4.8,"speak Vietnamese, you know, I can do a"
ru44DngJYoA,3454.319,3.201,lot of Vietnamese with my mouth
ru44DngJYoA,3457.559,5.881,closed. I barely have to move my jaw.
ru44DngJYoA,3461.04,3.759,English is one of the very few languages
ru44DngJYoA,3463.44,2.8,where where when you think about
ru44DngJYoA,3464.799,4.081,"consciously how you're speaking, you"
ru44DngJYoA,3466.24,5.28,have to drop your jaw so much to speak
ru44DngJYoA,3468.88,4.88,"the English language. Well, whereas"
ru44DngJYoA,3471.52,4.24,"again the Asian cultures, European"
ru44DngJYoA,3473.76,3.76,"languages, you don't have to. Yes."
ru44DngJYoA,3475.76,3.76,"Again, each language has a different set"
ru44DngJYoA,3477.52,4.0,"of mouth movements. So, by doing that"
ru44DngJYoA,3479.52,3.599,"simply alone, you felt it straight away"
ru44DngJYoA,3481.52,3.36,because you had to move your jaw so
ru44DngJYoA,3483.119,3.601,much. Totally. I can actually feel like
ru44DngJYoA,3484.88,3.439,we've worked out. Like that's what it
ru44DngJYoA,3486.72,3.119,feels like. And that we did it for 30
ru44DngJYoA,3488.319,3.601,seconds. Absolutely. And you can keep
ru44DngJYoA,3489.839,4.561,"that pen. Oh, thank you. Thank you. I"
ru44DngJYoA,3491.92,4.399,didn't think you wanted it back.
ru44DngJYoA,3494.4,4.08,I genuinely feel the difference from
ru44DngJYoA,3496.319,3.441,such a short period of time and I could
ru44DngJYoA,3498.48,3.119,"tell if I did it for longer, it would"
ru44DngJYoA,3499.76,3.359,make a even bigger difference. Imagine
ru44DngJYoA,3501.599,3.361,you did that for 5 minutes and you
ru44DngJYoA,3503.119,3.761,started dedicating yourself to that. My
ru44DngJYoA,3504.96,3.76,"goodness, within a week, yes, you'll"
ru44DngJYoA,3506.88,3.28,notice your mouth moving differently and
ru44DngJYoA,3508.72,4.56,you'll notice yourself sounding more
ru44DngJYoA,3510.16,4.399,clear. I accents are not a problem. You
ru44DngJYoA,3513.28,2.559,got to you got to stop thinking that.
ru44DngJYoA,3514.559,4.161,"People always go, ""Oh, I hate my"
ru44DngJYoA,3515.839,4.561,"accent."" That tells a story. It's your"
ru44DngJYoA,3518.72,3.44,culture. It's your history. It's what
ru44DngJYoA,3520.4,4.32,makes you unique. And I always love to
ru44DngJYoA,3522.16,4.24,think of it as it's different genres of
ru44DngJYoA,3524.72,3.839,music. Yeah. Yes. And that's what we're
ru44DngJYoA,3526.4,5.84,seeing in music in the world right now
ru44DngJYoA,3528.559,5.201,anyway. you're seeing languages pour in
ru44DngJYoA,3532.24,3.2,through different artists and people and
ru44DngJYoA,3533.76,3.2,it's such a need for that. I wanted to
ru44DngJYoA,3535.44,4.159,ask you something because this was a big
ru44DngJYoA,3536.96,6.32,evolution point for me. So from 11 to 18
ru44DngJYoA,3539.599,6.321,I went to public speaking school. I got
ru44DngJYoA,3543.28,5.44,the tools is how I like to see it. But
ru44DngJYoA,3545.92,5.199,it was only when I met the monks and I
ru44DngJYoA,3548.72,4.879,started to learn about Eastern wisdom
ru44DngJYoA,3551.119,4.96,and philosophy that I felt I had
ru44DngJYoA,3553.599,6.281,something to talk about. And I wanted to
ru44DngJYoA,3556.079,6.881,ask you how much you weight the balance
ru44DngJYoA,3559.88,6.6,between what you have to say and how you
ru44DngJYoA,3562.96,5.28,say it. Both equally important. I I see
ru44DngJYoA,3566.48,3.28,some books where I read where they go no
ru44DngJYoA,3568.24,3.359,what you say is more important and then
ru44DngJYoA,3569.76,3.12,some books say no how you say isn't more
ru44DngJYoA,3571.599,2.641,important. And I think they they kind of
ru44DngJYoA,3572.88,3.76,have to do that sometimes because they
ru44DngJYoA,3574.24,4.879,are an expert in one particular arena.
ru44DngJYoA,3576.64,4.679,But again I believe the answer is not
ru44DngJYoA,3579.119,5.041,which one it's both. Both just as
ru44DngJYoA,3581.319,5.641,critical. Same with me. I think until I
ru44DngJYoA,3584.16,4.88,found the purpose and the fulfillment
ru44DngJYoA,3586.96,4.56,"from teaching public speaking, I didn't"
ru44DngJYoA,3589.04,5.84,"really have much to talk about, right? I"
ru44DngJYoA,3591.52,5.12,"didn't. And until I found that, then all"
ru44DngJYoA,3594.88,3.12,"of a sudden, I started creating content."
ru44DngJYoA,3596.64,3.04,Then the content started to take off.
ru44DngJYoA,3598.0,4.079,And I think it's because I love how
ru44DngJYoA,3599.68,4.399,you've positioned what you do here. It's
ru44DngJYoA,3602.079,3.681,on purpose. When I found that purpose
ru44DngJYoA,3604.079,3.441,and I had the tools and I was able to
ru44DngJYoA,3605.76,3.599,use my instrument that all of a sudden
ru44DngJYoA,3607.52,3.52,the world resonated with that. Yes.
ru44DngJYoA,3609.359,4.641,Whereas before I did make YouTube videos
ru44DngJYoA,3611.04,4.72,"back in 2008, 2009 just for fun, but"
ru44DngJYoA,3614.0,3.28,they didn't really go anywhere because
ru44DngJYoA,3615.76,3.52,even though I had decent access to my
ru44DngJYoA,3617.28,4.079,"instrument, it just didn't go anywhere"
ru44DngJYoA,3619.28,4.799,because I wasn't aligned. I you could
ru44DngJYoA,3621.359,4.161,hear it. It wasn't It wasn't on purpose.
ru44DngJYoA,3624.079,3.641,"Yeah. No, I'm glad I'm glad I brought"
ru44DngJYoA,3625.52,4.64,that up because I think a lot of
ru44DngJYoA,3627.72,3.96,people are are struggling with either
ru44DngJYoA,3630.16,3.36,"or. Like someone may come to you, they"
ru44DngJYoA,3631.68,2.96,"may learn all the tools, but then"
ru44DngJYoA,3633.52,2.88,they're going to have to find what they
ru44DngJYoA,3634.64,3.36,"use it for. And like you said, there may"
ru44DngJYoA,3636.4,2.88,be someone else who actually has lots of
ru44DngJYoA,3638.0,3.68,"knowledge. Yeah, but then they don't"
ru44DngJYoA,3639.28,3.6,have the share wisdom or the insight and
ru44DngJYoA,3641.68,3.28,that's generally the student that
ru44DngJYoA,3642.88,4.0,somehow discovers me. Right? It's the
ru44DngJYoA,3644.96,3.92,one that is I have something to share
ru44DngJYoA,3646.88,3.199,with the world. Right? But some reason
ru44DngJYoA,3648.88,3.199,"every time I share it, people"
ru44DngJYoA,3650.079,3.841,"misunderstand me. Every time I share it,"
ru44DngJYoA,3652.079,3.361,it doesn't get the impact that I desire.
ru44DngJYoA,3653.92,2.8,And and it's the truth because you have
ru44DngJYoA,3655.44,3.6,you could have the greatest piece of
ru44DngJYoA,3656.72,4.32,music written by Beethoven. But if you
ru44DngJYoA,3659.04,3.68,"play it poorly, is it the greatest"
ru44DngJYoA,3661.04,3.039,"music? And again, it's so interesting"
ru44DngJYoA,3662.72,2.56,because I understand my students so
ru44DngJYoA,3664.079,2.641,intimately now where I know what they'll
ru44DngJYoA,3665.28,3.039,say. They say things in their life like
ru44DngJYoA,3666.72,3.599,"they go, I'm just going to let my work"
ru44DngJYoA,3668.319,4.24,speak for herself. Why? Why not speak
ru44DngJYoA,3670.319,3.681,"for your work, too? Right? Well, why"
ru44DngJYoA,3672.559,3.441,can't we do both? Why why are we so
ru44DngJYoA,3674.0,4.0,linear? Why can't we do both? So good.
ru44DngJYoA,3676.0,4.24,"Right. And when they realize that, they"
ru44DngJYoA,3678.0,4.559,"go, ""Oh, okay."" Right. It opens their"
ru44DngJYoA,3680.24,3.599,mind to the whole idea of I kind of have
ru44DngJYoA,3682.559,3.121,to take responsibility to shine my
ru44DngJYoA,3683.839,3.28,light. I can't wait for someone again.
ru44DngJYoA,3685.68,3.439,"And I remember we have a mutual friend,"
ru44DngJYoA,3687.119,3.361,"Mel Robbins, right? Mel helped him in my"
ru44DngJYoA,3689.119,3.281,speaking career. At the start of my
ru44DngJYoA,3690.48,5.2,"speaking career, Mel used to flick me"
ru44DngJYoA,3692.4,5.04,the gigs. I couldn't afford her. And and
ru44DngJYoA,3695.68,4.159,I became the cheap Mel Robbins for a
ru44DngJYoA,3697.44,4.72,"period. So, so I was the cheap Mel"
ru44DngJYoA,3699.839,4.24,Robbins and she was she was amazing and
ru44DngJYoA,3702.16,3.28,so gracious where cuz she she couldn't
ru44DngJYoA,3704.079,3.681,do those gigs but maybe she was busy as
ru44DngJYoA,3705.44,3.679,well and she flicked them to me. That's
ru44DngJYoA,3707.76,2.64,how she started my career here in the
ru44DngJYoA,3709.119,2.641,US. That's awesome. I didn't know that.
ru44DngJYoA,3710.4,3.04,And and she was one of the people that
ru44DngJYoA,3711.76,2.72,that I saw from her content as well
ru44DngJYoA,3713.44,2.56,"early on where she said, ""No one's"
ru44DngJYoA,3714.48,3.44,"coming to help you."" Mhm. No one's"
ru44DngJYoA,3716.0,4.079,coming to save you. That that's when it
ru44DngJYoA,3717.92,4.159,"really hit home for me, too. I went,"
ru44DngJYoA,3720.079,4.401,"""Okay, I'm going to have to go do this"
ru44DngJYoA,3722.079,4.081,"myself."" Right. And and you take"
ru44DngJYoA,3724.48,2.96,"ownership for that. And yeah, because"
ru44DngJYoA,3726.16,2.72,"when you take ownership, you step into"
ru44DngJYoA,3727.44,3.28,"your power. When you blame others, you"
ru44DngJYoA,3728.88,3.6,kind of lose all of it. Yeah. What about
ru44DngJYoA,3730.72,4.079,"someone who comes to you and says, ""I"
ru44DngJYoA,3732.48,5.04,"talk too fast."" How do you teach people"
ru44DngJYoA,3734.799,4.881,to slow down? Because I think that we're
ru44DngJYoA,3737.52,3.599,"all scared of pauses, right? Everyone's"
ru44DngJYoA,3739.68,4.48,"always trying to fill the gaps, even if"
ru44DngJYoA,3741.119,6.161,you're in a conversation with someone.
ru44DngJYoA,3744.16,6.0,We don't like pauses. I've for years had
ru44DngJYoA,3747.28,4.48,to practice the ability to say it's okay
ru44DngJYoA,3750.16,3.919,"if I need to look away, if I need to"
ru44DngJYoA,3751.76,3.92,"think, if I need to reflect, if I"
ru44DngJYoA,3754.079,4.161,"actually just need to take something in,"
ru44DngJYoA,3755.68,4.639,"whether I'm on a podcast, on stage, or"
ru44DngJYoA,3758.24,4.24,in a private meeting. How do we get
ru44DngJYoA,3760.319,3.76,comfortable with slowing down and
ru44DngJYoA,3762.48,3.68,pausing rather than trying to fill all
ru44DngJYoA,3764.079,3.76,the space because that's such a natural
ru44DngJYoA,3766.16,3.6,thing to do. The first thing I would say
ru44DngJYoA,3767.839,4.0,"if you speak really fast, well done for"
ru44DngJYoA,3769.76,5.12,being aware that you do. Most people are
ru44DngJYoA,3771.839,6.401,not aware of it is a lot of it is to do
ru44DngJYoA,3774.88,5.679,with your mindset and the state of mind
ru44DngJYoA,3778.24,3.76,that you're in. When do you think people
ru44DngJYoA,3780.559,4.321,speak really fast when they're feeling
ru44DngJYoA,3782.0,4.88,"what? When they're nervous, anxious,"
ru44DngJYoA,3784.88,3.6,"etc. Right? So, you've got to you kind"
ru44DngJYoA,3786.88,3.76,of kind of have to address it at the
ru44DngJYoA,3788.48,4.24,"core there. So, what you need to do is"
ru44DngJYoA,3790.64,5.04,you have to identify when are you
ru44DngJYoA,3792.72,4.639,speaking fast? In which situations are
ru44DngJYoA,3795.68,3.439,"you speaking fast? Oh, it's when I'm in"
ru44DngJYoA,3797.359,4.161,"a job interview. Oh, it's when I'm going"
ru44DngJYoA,3799.119,4.0,"in for my quarterly review. Well, great."
ru44DngJYoA,3801.52,3.279,"Now, you know, in these isolated"
ru44DngJYoA,3803.119,3.841,"situations, the triggers are high"
ru44DngJYoA,3804.799,3.841,"pressure situations. Okay, cool. That"
ru44DngJYoA,3806.96,4.079,means before you go into those
ru44DngJYoA,3808.64,4.64,"situations, you need to still your mind"
ru44DngJYoA,3811.039,4.401,"and your body. Again, it comes back to"
ru44DngJYoA,3813.28,3.6,"breathing, right? I I I couldn't believe"
ru44DngJYoA,3815.44,2.48,"it, but there were workshops that I was"
ru44DngJYoA,3816.88,2.4,invited to and I did some of them. It
ru44DngJYoA,3817.92,3.119,was I couldn't believe we could spend 3
ru44DngJYoA,3819.28,3.12,to 4 days on breathing. And then I found
ru44DngJYoA,3821.039,4.08,out there was a 7-day workshop on
ru44DngJYoA,3822.4,5.439,breathing. I went 7 days. There's so
ru44DngJYoA,3825.119,4.881,much profound wisdom in the breath. Mhm.
ru44DngJYoA,3827.839,3.121,And I I did not understand it until I
ru44DngJYoA,3830.0,4.64,started learning more about it. So
ru44DngJYoA,3830.96,6.48,"again, breathing before you go in, go"
ru44DngJYoA,3834.64,5.199,with the Wimhof breathing. And that will
ru44DngJYoA,3837.44,4.24,slow down your mind and slow down your
ru44DngJYoA,3839.839,4.641,your body and then all of a sudden it
ru44DngJYoA,3841.68,6.0,slows down your speech. The next thing
ru44DngJYoA,3844.48,5.839,is adrenaline also causes you to speed
ru44DngJYoA,3847.68,4.96,and speak really quickly. So before you
ru44DngJYoA,3850.319,3.841,go into a a presentation or something
ru44DngJYoA,3852.64,3.76,"that's making you nervous, get rid of"
ru44DngJYoA,3854.16,3.6,"the adrenaline. Some brisk walking, do a"
ru44DngJYoA,3856.4,3.04,"couple of push-ups, do some star jumps."
ru44DngJYoA,3857.76,3.52,I know you call them jumping jacks here
ru44DngJYoA,3859.44,4.08,"in the US. Yeah, mate. It's not called a"
ru44DngJYoA,3861.28,3.759,"jumping jack. It's a star jump, mate. So"
ru44DngJYoA,3863.52,2.88,"do we call it star jumps in England? Oh,"
ru44DngJYoA,3865.039,3.76,you do? Yeah. The Americans have it
ru44DngJYoA,3866.4,4.399,"wrong. Obviously, who the hell's Jack?"
ru44DngJYoA,3868.799,3.76,"So all of a sudden do 20 star jumps,"
ru44DngJYoA,3870.799,3.601,"right? And when you do that, you get rid"
ru44DngJYoA,3872.559,3.441,of all the adrenaline. The adrenaline is
ru44DngJYoA,3874.4,2.88,what makes you shake and also what makes
ru44DngJYoA,3876.0,3.039,you speak really quickly because when
ru44DngJYoA,3877.28,2.96,you start to shake it's sending signals
ru44DngJYoA,3879.039,2.161,to your brain that you're nervous now
ru44DngJYoA,3880.24,1.68,you start to think you're nervous and
ru44DngJYoA,3881.2,2.159,then when you think you're nervous now
ru44DngJYoA,3881.92,4.32,you're speaking really quickly right? So
ru44DngJYoA,3883.359,4.24,again these things help slow you down.
ru44DngJYoA,3886.24,3.44,Now those are things you can do before
ru44DngJYoA,3887.599,4.881,you go in. One last thing you can do
ru44DngJYoA,3889.68,5.48,before you go in actually is what makes
ru44DngJYoA,3892.48,4.4,us really nervous is being
ru44DngJYoA,3895.16,3.0,self-conscious. But you can only be
ru44DngJYoA,3896.88,3.52,self-conscious if you're thinking about
ru44DngJYoA,3898.16,3.919,yourself. So then stop thinking about
ru44DngJYoA,3900.4,3.439,yourself and realize it was not about
ru44DngJYoA,3902.079,3.28,"you. If you're going on stage, it's not"
ru44DngJYoA,3903.839,3.52,about you. It's about every single
ru44DngJYoA,3905.359,3.281,person you're going to serve. And I'll
ru44DngJYoA,3907.359,2.561,"be honest with you too, coming here, I"
ru44DngJYoA,3908.64,2.32,"felt a bit nervous, right? But then I"
ru44DngJYoA,3909.92,2.639,"thought to myself, well, it's not about"
ru44DngJYoA,3910.96,3.119,me. It's about me trying to add as much
ru44DngJYoA,3912.559,2.8,value as I can to Jay's audience. And
ru44DngJYoA,3914.079,3.441,it's about Jay. I want to connect with
ru44DngJYoA,3915.359,3.841,"Jay. And the moment I made it about you,"
ru44DngJYoA,3917.52,3.68,and I made it about the audience we're
ru44DngJYoA,3919.2,4.159,"about to serve, I had no cognitive"
ru44DngJYoA,3921.2,4.56,capacity left to be nervous because I'm
ru44DngJYoA,3923.359,4.0,"not thinking about myself. So to me, the"
ru44DngJYoA,3925.76,3.12,"these three small tools, you got the"
ru44DngJYoA,3927.359,4.96,"breathing, get rid of the adrenaline and"
ru44DngJYoA,3928.88,5.919,"mindset shift, it helps calm you down."
ru44DngJYoA,3932.319,5.841,"And now when you go in, if you find"
ru44DngJYoA,3934.799,6.081,"yourself racing in it, then pause and"
ru44DngJYoA,3938.16,4.24,take a deep breath. And that's how you
ru44DngJYoA,3940.88,4.12,"can remedy it. Cuz if you go in, you're"
ru44DngJYoA,3942.4,5.919,"like, ""Oh, I'm here. I'm really"
ru44DngJYoA,3945.0,6.28,"excited."" You take a deep breath and"
ru44DngJYoA,3948.319,6.24,then continue speaking. And right after
ru44DngJYoA,3951.28,6.72,"the deep breath, it's going to slow your"
ru44DngJYoA,3954.559,5.121,speech right down. Even when I did it
ru44DngJYoA,3958.0,4.24,"there, I all of a sudden feel more"
ru44DngJYoA,3959.68,4.72,relaxed now. Yeah. The reason people
ru44DngJYoA,3962.24,3.119,aren't comfortable with the pause is
ru44DngJYoA,3964.4,3.199,because they don't know what the pause
ru44DngJYoA,3965.359,4.321,"is for, right? And when you think the"
ru44DngJYoA,3967.599,4.24,"pause is useless, that's why you develop"
ru44DngJYoA,3969.68,3.8,"the behavior of filling the pause,"
ru44DngJYoA,3971.839,4.48,"always talking. Um,"
ru44DngJYoA,3973.48,4.359,"uh, non filler words as well. And, so,"
ru44DngJYoA,3976.319,2.561,"like, do you know what I mean? We do"
ru44DngJYoA,3977.839,3.441,that because we don't understand the
ru44DngJYoA,3978.88,4.08,power of the pause. Whereas the pause
ru44DngJYoA,3981.28,3.92,allows people to process what you're
ru44DngJYoA,3982.96,3.359,"saying. Think about it. Now, listeners,"
ru44DngJYoA,3985.2,3.599,"as you're listening to that, the moment"
ru44DngJYoA,3986.319,3.921,"I paused, you just did it again. You had"
ru44DngJYoA,3988.799,3.121,a moment to process the things that I
ru44DngJYoA,3990.24,2.879,was saying. If I just talk really
ru44DngJYoA,3991.92,2.32,quickly and I don't pause at all when
ru44DngJYoA,3993.119,2.801,"I'm talking, all of a sudden now"
ru44DngJYoA,3994.24,2.879,everything that I say has no clear
ru44DngJYoA,3995.92,2.48,points because you don't have any time
ru44DngJYoA,3997.119,2.24,"to process anything that I'm saying, all"
ru44DngJYoA,3998.4,3.28,of a sudden everything after a while
ru44DngJYoA,3999.359,4.801,"becomes mumbo jumbo,"
ru44DngJYoA,4001.68,3.919,right? It just becomes nothing. 100%.
ru44DngJYoA,4004.16,3.04,Whereas pausing gives people time to
ru44DngJYoA,4005.599,3.44,process. Pausing gives you time to
ru44DngJYoA,4007.2,4.32,breathe so that you can relax so that
ru44DngJYoA,4009.039,3.921,you don't speak too quickly. There are
ru44DngJYoA,4011.52,2.72,so many benefits to I mean think of
ru44DngJYoA,4012.96,4.639,music again. I love using music
ru44DngJYoA,4014.24,6.44,analogies because the most important
ru44DngJYoA,4017.599,7.281,note in an orchestra happens after a
ru44DngJYoA,4020.68,5.72,crescendo which is what? Silence.
ru44DngJYoA,4024.88,2.8,They'll build the peak and then all of a
ru44DngJYoA,4026.4,4.84,sudden the musicians will play and play
ru44DngJYoA,4027.68,5.159,and it gets to this peak moment and then
ru44DngJYoA,4031.24,5.24,just
ru44DngJYoA,4032.839,5.801,nothing and the audience is in awe of
ru44DngJYoA,4036.48,4.4,what they just experienced. You speak
ru44DngJYoA,4038.64,5.12,about it so powerfully and it's so
ru44DngJYoA,4040.88,6.64,convincing. I'm like this is this this
ru44DngJYoA,4043.76,5.76,has to hit because I I applied that even
ru44DngJYoA,4047.52,4.64,"and that come come back to Zoom calls,"
ru44DngJYoA,4049.52,5.519,"meetings, everything. I think it's so"
ru44DngJYoA,4052.16,5.52,important to not feel that the person
ru44DngJYoA,4055.039,4.161,who talks the fastest is the one who
ru44DngJYoA,4057.68,3.76,will get their point in. And I think
ru44DngJYoA,4059.2,3.2,"that's sometimes the thing of like, hey"
ru44DngJYoA,4061.44,2.24,"guys, so I just really want to share"
ru44DngJYoA,4062.4,2.32,this with you because if we just if we
ru44DngJYoA,4063.68,2.24,"just did this, this would solve"
ru44DngJYoA,4064.72,2.599,everything. Like this is the thing. And
ru44DngJYoA,4065.92,4.96,it's almost like you've actually lost
ru44DngJYoA,4067.319,6.04,all importance because of that pace.
ru44DngJYoA,4070.88,4.52,Also because there's no clarity. Yes. If
ru44DngJYoA,4073.359,5.361,people don't process anything that you
ru44DngJYoA,4075.4,5.0,"say, there's no clarity. Yes. You have"
ru44DngJYoA,4078.72,3.92,to think about communication is not what
ru44DngJYoA,4080.4,4.0,I just send. It's how it's being
ru44DngJYoA,4082.64,3.12,"received,"
ru44DngJYoA,4084.4,3.56,"right? It's not, ""Oh, I've sent it. It's"
ru44DngJYoA,4085.76,4.64,done. It's out there. What do you
ru44DngJYoA,4087.96,4.599,"think?"" I I don't even remember what you"
ru44DngJYoA,4090.4,3.52,said. Yeah. And I think I think that's a
ru44DngJYoA,4092.559,2.721,that's a big mistake. And And often
ru44DngJYoA,4093.92,5.279,people do that again because they don't
ru44DngJYoA,4095.28,6.479,understand that the way you deliver has
ru44DngJYoA,4099.199,4.64,an impact on how others receive. Yeah. I
ru44DngJYoA,4101.759,4.4,really appreciate your switch to the
ru44DngJYoA,4103.839,3.96,audience consciousness versus the us
ru44DngJYoA,4106.159,4.241,consciousness.
ru44DngJYoA,4107.799,5.641,because it seems really small. It seems
ru44DngJYoA,4110.4,6.56,really obvious. It seems kind of that
ru44DngJYoA,4113.44,5.56,makes sense. Yeah. But it really is
ru44DngJYoA,4116.96,4.64,everything. Yeah. Because all of a
ru44DngJYoA,4119.0,4.44,sudden if you're thinking about being
ru44DngJYoA,4121.6,4.079,"impressive,"
ru44DngJYoA,4123.44,5.12,that's a really hard place to live from
ru44DngJYoA,4125.679,5.281,because now you're judging every word
ru44DngJYoA,4128.56,4.48,that comes out of your mouth and judging
ru44DngJYoA,4130.96,3.92,"whether it's impressive, whether it's"
ru44DngJYoA,4133.04,4.319,"powerful, whether it's profound, whether"
ru44DngJYoA,4134.88,4.799,it's whatever it is. And now you
ru44DngJYoA,4137.359,4.0,actually have no thinking space to
ru44DngJYoA,4139.679,3.441,"actually be profound, impressive, and"
ru44DngJYoA,4141.359,3.521,all those things you wanted to be. It's
ru44DngJYoA,4143.12,4.159,just not possible. Whereas if you were
ru44DngJYoA,4144.88,4.319,"thinking, hey, what's that person in the"
ru44DngJYoA,4147.279,3.361,audience struggling with? Mhm. Like what
ru44DngJYoA,4149.199,3.04,are they really struggling with? What's
ru44DngJYoA,4150.64,3.039,their challenge? What's what's the thing
ru44DngJYoA,4152.239,2.881,that and that's why that's how we
ru44DngJYoA,4153.679,2.881,"started this conversation. I was like,"
ru44DngJYoA,4155.12,4.0,what's everyone worried about when they
ru44DngJYoA,4156.56,4.239,"come to you? Because to me, that's the"
ru44DngJYoA,4159.12,4.0,most important thing. And if I know that
ru44DngJYoA,4160.799,4.56,what they're worried about is their
ru44DngJYoA,4163.12,4.4,"accent, their voice, their whatever it"
ru44DngJYoA,4165.359,4.44,"may be, now all of a sudden I can"
ru44DngJYoA,4167.52,4.799,address that. Yeah. And I can speak to
ru44DngJYoA,4169.799,5.081,"that. And actually, I can make them"
ru44DngJYoA,4172.319,5.04,aware that I'm aware of that. And that's
ru44DngJYoA,4174.88,5.2,the same in a meeting. I think sometimes
ru44DngJYoA,4177.359,5.761,"if someone said to me in a meeting, Jay,"
ru44DngJYoA,4180.08,7.04,I know that you really want the podcast
ru44DngJYoA,4183.12,6.559,to be a special place for people to
ru44DngJYoA,4187.12,5.119,"really learn, grow, and heal. I know"
